"ID","wt_1","wt_2","wt_3","pq_1","pq_2","pq_3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foldChange","log10padj"
"WBGene00017083",31.5411807752727,16.6220656002572,22.3044311061606,77.859970842059,60.1689588036074,61.6219011376756,45.0197513775054,1.50037323131874,0.364558167613483,16.8736164761973,3.99530869166523e-05,0.00010357564352193,2.82915894548386,3.9847423597226
"WBGene00021741",23.6558855814546,19.5553712944202,23.3182688837134,42.7681529977507,45.3447225766316,60.5774621353421,35.8699772448854,1.15985347431887,0.384238522256856,9.10157423278168,0.0025538959304477,0.00493283390333264,2.23434733567401,2.3069035077044
"WBGene00022287",24.6415474806818,13.6887599060941,19.2629177735023,94.3092604565785,41.8566669938138,19.8443410443362,35.6005822758345,1.43373243632667,0.502978205873244,7.98339599470329,0.00472083027471183,0.00871267300155747,2.70144710951119,2.05984858532139
"WBGene00004139",10.8422808915,12.7109913413731,22.3044311061606,133.787555531425,88.9454173618544,27.1554140606706,49.2910150488307,2.44753793923307,0.487081795959205,24.2195003018102,8.59575435120046e-07,3.02278395150669e-06,5.45484400345648,5.51959289219417
"WBGene00000387",610.124715621682,410.662797182824,502.863537666166,1254.53248793402,1177.21875920101,1191.70490166251,857.851199878035,1.24974081570591,0.149762010554253,68.0739308962404,1.57478951992335e-16,2.85534792967599e-15,2.37798697945989,14.5443409645699
"WBGene00019388",50.2687568605909,47.9106596713295,33.4566466592409,117.338265916906,127.31402877285,120.110485268351,82.733140524878,1.46992577377342,0.27118617114654,29.2715628458487,6.2912218589292e-08,2.8823331210132e-07,2.77007641295596,6.5402558277353
"WBGene00021605",446.504840349955,321.685857793212,334.566466592409,875.102207492437,870.269867913045,854.35110390879,617.080057341641,1.23713504856958,0.151511079513936,65.3916549256074,6.13983371757938e-16,1.03720024154576e-14,2.35729946864609,13.9841373907631
"WBGene00021607",207.974660736955,145.687516143431,171.338584406416,382.720138364487,438.622989539341,462.686478033733,301.50506120406,1.29088233507969,0.17879432439167,51.3384279226259,7.77389043035679e-13,8.6675354467253e-12,2.44677651721603,11.0621043735786
"WBGene00016695",142.920975387955,68.4437995304707,68.9409688735873,274.154826908658,258.116113128519,322.731651721047,189.218055925039,1.60782721784381,0.254623429600021,38.7901034976197,4.71914378455681e-10,3.48662211049014e-09,3.0479246088096,8.45759512008092
"WBGene00017501",1672.66824298868,1664.16209715516,2085.46430842602,3452.15758043383,4012.13593413619,4025.26791499325,2818.64267968885,1.08360327330975,0.127806998707942,70.4173969526242,4.79947998230011e-17,9.43428916178871e-16,2.11932269413648,15.0252908167224
"WBGene00017498",429.748588063091,445.862465512781,448.116297678318,847.686724801571,926.078757238131,943.128419107136,673.436875400171,1.03772028427921,0.128742615553734,64.1941429419684,1.12743420850626e-15,1.83896284931533e-14,2.05298101234493,13.7354270442803
"WBGene00016230",51.2544187598182,36.1774368946774,47.6503755449795,105.275453532925,92.4334729446722,101.310583226348,72.35029015057,1.14546127723182,0.280696862997076,16.5982781286341,4.61929403850342e-05,0.000118153820663913,2.21216849687657,3.92755223030392
"WBGene00022265",25.6272093799091,7.82214851776808,4.05535111021102,62.5073005351741,48.8327781594494,67.8885351516765,36.122220475698,2.25176825853366,0.49253888078454,20.4897805678956,5.99504828266724e-06,1.79561455446809e-05,4.76266230507068,4.74578688305454
"WBGene00022262",10.8422808915,6.84437995304707,6.08302666531653,33.9951985366736,32.2645141410648,29.2442920653376,19.8789487088233,2.00502993391459,0.532574697633075,14.3566895177134,0.000151241376526994,0.000353951871014402,4.01397027747183,3.45105578761799
"WBGene00235094",6.89963329459091,5.86661138832606,8.11070222042204,50.4444881511931,40.1126392024049,30.288731067671,23.6204675541013,2.53360015612931,0.523474276892439,24.0992731406008,9.14948259285419e-07,3.19794876817976e-06,5.79014772390515,5.49512849802413
"WBGene00044526",16.7562522868636,7.82214851776808,13.1798911081858,60.3140619199048,51.4488198465628,59.5330231330086,34.8423661353823,2.18092653446809,0.422433451626274,26.9247671261232,2.1153076741885e-07,8.55636639365847e-07,4.53444674020446,6.06771062670253
"WBGene00015574",20.6988998837727,50.8439653654925,33.4566466592409,219.323861526927,317.413058036421,222.465507497032,144.033656494814,2.8552892552818,0.282204020360588,98.9132592120145,2.63807184232867e-23,1.20312517251131e-21,7.2364857649947,20.9196891865396
"WBGene00015903",330.196736241136,180.887184473387,257.5147954984,586.691329584529,551.112782085215,598.463548337086,417.477729369959,1.17555766837478,0.189427802886502,37.8115054537139,7.79208586842951e-10,5.50921345611975e-09,2.25880177226207,8.25891040043136
"WBGene00015905",295.698569768182,197.509250073644,214.933608841184,472.642921590527,538.032573649648,527.441696178409,374.376436683599,1.11951236845468,0.175220133621865,40.2537363120947,2.23028392943296e-10,1.73371998937427e-09,2.172735215488,8.76102104347422
"WBGene00015899",720.518848335137,442.929159818618,494.752835445744,1395.99637861889,1314.99695472232,1466.39235927621,972.597756036153,1.33274652476051,0.165359060620026,63.166702084041,1.89932147671399e-15,3.00070426433941e-14,2.51881737576587,13.5227768045399
"WBGene00019569",120.250751705727,93.865782213217,101.383777755275,219.323861526927,204.051251594842,249.620921557703,164.749391058949,1.09179956988016,0.204797460312163,28.2243617961469,1.08036188550266e-07,4.7007421607317e-07,2.13139734170737,6.32783356953977
"WBGene00021557",1.97132379845455,0,2.02767555510551,28.5121019985005,13.9522223312713,14.6221460326688,10.1809116193334,3.83789661080241,0.971575127572025,18.1458563693687,2.04614167313469e-05,5.58026429574675e-05,14.2995377999011,4.25334523126562
"WBGene00017985",1714.06604275623,1122.47831229972,1328.12748859411,2801.86233100649,2753.81988263467,2956.80681560609,2112.86014548288,1.03133512799466,0.145796308097121,49.1113183025636,2.41840728219355e-12,2.55807745309027e-11,2.04391489746161,10.5920863101543
"WBGene00017986",2474.01136706046,1557.58532360057,1887.76594180323,4550.97012668373,4469.07121548533,4798.15277672003,3289.59279189222,1.22303245445079,0.149022884390073,65.5515412238586,5.66138299528366e-16,9.61419882289785e-15,2.33436871633043,14.0170869008474
"WBGene00017413",117.293766008045,108.532310684032,128.7573977492,252.222440755966,254.628057545701,221.421068494699,180.475840206274,1.03932701189778,0.192438179327972,29.0058142377263,7.21613880112033e-08,3.26327580222574e-07,2.05526868832243,6.48634621940155
