"ID","wt_1","wt_2","wt_3","pq_1","pq_2","pq_3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foldChange","log10padj"
"WBGene00021001",60.1253758528636,83.1103280012859,106.452966643039,23.0290054603273,25.2884029754292,22.9776580513367,53.4972894973803,-1.80506213300563,0.347820196054032,26.8344799226161,2.21647222667274e-07,8.90071997435881e-07,0.286168715365303,6.05057486209166
"WBGene00021002",177.419141860909,181.864953038108,92.2592377573007,87.7295446107707,42.7286808895183,67.8885351516765,108.315015551381,-1.19543867813497,0.307428486194295,14.876265484295,0.000114798330352623,0.000274326602396746,0.436653655142947,3.56173207531959
"WBGene00019818",67.0250091474546,87.0214022601699,26.3597822163716,38.3816757672122,13.9522223312713,18.7999020420027,41.9233322940804,-1.35629074737171,0.466072184345896,8.31589809367385,0.0039299567815804,0.00735336752983065,0.390585217233463,2.13351372694429
"WBGene00255728",44.3547854652273,100.710162166264,108.480642198145,17.5459089221541,9.592152852749,9.39995102100136,48.3472671042568,-2.80816255933972,0.43826619635485,40.6381257298298,1.83197116441363e-10,1.44573057724975e-09,0.142777192165744,8.83991263353927
"WBGene00000022",1079.29977965386,1225.14401159543,1296.69851748997,525.280648356989,558.088893250851,545.197159218079,871.618168260864,-1.1443119215267,0.128741637809946,77.6808236594095,1.21111478497026e-18,2.88855361825722e-17,0.452405407412447,16.5393195665345
"WBGene00020707",202.060689341591,322.663626357933,386.2721932476,44.96139161302,33.1365280367693,46.9997551050068,172.68236395032,-2.87173464849376,0.266992962379067,110.788874265011,6.5820070963719e-26,4.27877088104241e-24,0.136622343703233,23.3686809684268
"WBGene00022643",247.401136706046,109.510079248753,243.321066612661,62.5073005351741,108.129723067352,95.043949212347,144.318875897056,-1.17099747567185,0.293973431281609,15.6281989994951,7.70962628771867e-05,0.000189897909433878,0.444114175000835,3.72147981633896
"WBGene00022641",57.1683901551818,45.9551225418875,61.844104430718,9.8695737687117,13.9522223312713,25.0665360560036,35.6426582139623,-1.75546357937706,0.421114040233051,17.314540588755,3.16753791919759e-05,8.37893410469307e-05,0.296178006938003,4.07681122503234
"WBGene00003688",153.763256279455,165.242887437851,173.366259961521,64.7005391504434,78.4812506134009,75.1996081680109,118.458966935114,-1.16960008088953,0.225348414539441,26.8469099143423,2.20226196959893e-07,8.85793086094407e-07,0.444544552501552,6.05266771384892
"WBGene00019742",248.386798605273,243.464372615532,177.421611071732,118.43488522454,98.5375702146033,101.310583226348,164.592636826338,-1.07510765270411,0.213701574864426,25.1007992169588,5.44103026944788e-07,2.00125991107703e-06,0.474635642236951,5.6986965042592
"WBGene00003696",124.193399302636,137.865367625662,151.06182885536,55.9275846893663,60.1689588036074,80.4218031796783,101.606490409385,-1.07274270442135,0.248849365688352,18.4897051348833,1.70824536322732e-05,4.72364172150407e-05,0.475414330207748,4.32572305015135
"WBGene00003721",223.745251124591,249.330984003858,292.999117712746,130.497697608521,136.906181625599,113.84385125435,191.220513888278,-1.00487630786337,0.196094475237142,26.0919279910375,3.25542138482141e-07,1.25922702725228e-06,0.49831285335972,5.89989596346297
"WBGene00003648",172.490832364773,167.198424567293,192.629177735023,77.859970842059,88.9454173618544,64.755218144676,127.313173502613,-1.19656019262921,0.225169195011002,28.0994037562175,1.15241358047443e-07,4.96725735798067e-07,0.436314343581418,6.30388333824206
"WBGene00015759",561.827282559546,555.372544761534,518.071104329458,275.251446216293,226.723612883158,306.020627683711,407.211103072283,-1.01992193132855,0.157939372780322,41.2239669140934,1.35747812800077e-10,1.09653990881507e-09,0.493143037013047,8.95997555745408
"WBGene00017957",261.200403295227,183.82049016755,206.822906620762,78.9565901496936,122.081945398624,107.577217240349,160.076592145368,-1.07351540071441,0.227483103939381,22.0940024883659,2.59619607720764e-06,8.30442293800234e-06,0.475159770149922,5.08069054064167
"WBGene00001564",26798.1757161911,30298.11451501,19123.0081602001,10948.6471674242,10037.751953454,10701.3220179089,17984.5032550314,-1.26627319841861,0.146905610720152,72.0558717905102,2.09189792951206e-17,4.35672247958792e-16,0.415732315870563,15.3608401034616
"WBGene00019561",277.956655582091,322.663626357933,410.604299908866,99.7923569947516,113.361806441579,77.2884861726778,216.944538576316,-1.79559545268652,0.213985347510598,68.7156622743339,1.1373404975289e-16,2.11432386486348e-15,0.288052672352438,14.6748284881969
"WBGene00019562",50.2687568605909,98.754625036822,104.425291087934,18.6425282297888,9.592152852749,5.22219501166742,47.8175915132586,-2.93485439108956,0.446768670060684,42.877679155416,5.82717435660417e-11,4.97483559053608e-10,0.130773815600743,9.30322126734093
"WBGene00019556",294.712907868955,449.773539771665,485.62829544777,63.6039198428087,68.8890977606519,39.6886820886724,233.716073796754,-2.83155528314394,0.241721370909192,130.236674345343,3.63718978922777e-30,4.76057873307137e-28,0.140480785002254,27.3223402478465
"WBGene00044777",172.490832364773,214.131315673901,244.334904390214,49.3478688435585,43.6006947852227,31.3331700700045,125.873131021279,-2.3436612008602,0.255689591814583,82.9824322398824,8.27858720665385e-20,2.3178604424334e-18,0.19700973138634,17.6349127163041
"WBGene00019972",385.393802597864,425.32932565364,470.420728784478,153.526703068849,143.010278895531,112.799412252016,281.746708542063,-1.64561551402434,0.18022046290698,81.7248442328747,1.56414850464727e-19,4.21796093405635e-18,0.319610007234834,17.3748974469299
"WBGene00019973",317.383131551182,281.597346639651,273.736199939244,75.6667322267897,79.3532645091054,97.132827217014,187.478250347164,-1.79217689947589,0.199721515672125,79.5107816220235,4.79600975263583e-19,1.21400882087554e-17,0.288736039913039,16.9157781577059
"WBGene00019626",157.705903876364,200.442555767807,289.957604380088,62.5073005351741,48.8327781594494,36.5553650816719,132.666917966759,-2.13350869107104,0.276494744496741,57.7494440178117,2.97724194337614e-14,4.02440117937972e-13,0.227902919147512,12.3952987323989
"WBGene00000785",16129.3713189551,13648.6713949406,14908.4845189133,4761.52103374958,4787.35628741745,6373.16679223892,10101.4285577025,-1.48889435447023,0.1329145641027,120.419136759704,5.12123204276821e-28,4.76570604951014e-26,0.356285492620776,25.3218727486057
"WBGene00021070",561.827282559546,581.772296009001,713.741795397139,162.299657529926,127.31402877285,230.8210195157,396.29601329736,-1.83926013753226,0.198781204982213,82.1614194519654,1.25414172597785e-19,3.42791640857681e-18,0.279465066846619,17.4649697771037
"WBGene00020662",17162.3449893453,18047.6521676204,18086.8659515411,7777.22412974482,8058.28041020486,9067.81941825931,13033.3645111193,-1.09772363974675,0.105332090977143,106.164663758456,6.78558999242892e-25,3.9014719031469e-23,0.467253171106617,22.4087715163538
"WBGene00022288",124.193399302636,148.620821837594,175.393935516627,50.4444881511931,46.2167364723361,25.0665360560036,94.9893195560649,-1.87801949920541,0.287960751016464,41.9139600049563,9.53792486080398e-11,7.87037684951734e-10,0.272056933320513,9.10400447224734
"WBGene00022289",6.89963329459091,16.6220656002572,14.1937288857386,2.19323861526927,1.74402779140891,1.04443900233348,7.11618886493305,-2.92221137732052,0.984447681088528,9.37326163356373,0.00220173404580234,0.00429957743854583,0.131924884235929,2.36657422468215
"WBGene00001578",1076.34279395618,1032.52360434539,1145.63668863461,393.686331440833,449.959170183498,543.108281213412,773.542811628988,-1.23046828089765,0.144216076060873,71.3256742434795,3.02869001195634e-17,6.15642430586934e-16,0.426179090989591,15.2106714558731
"WBGene00019976",7.88529519381818,18.5776027296992,26.3597822163716,3.2898579229039,3.48805558281782,3.13331700700045,10.4556517754352,-2.4102673520404,0.788459890566794,9.52449539484216,0.00202747327633156,0.00398246611464882,0.188120978686086,2.39984791076441
"WBGene00019979",437.633883256909,542.661553420161,327.46960214954,123.917981762714,187.482987576458,133.688192298686,292.142366744078,-1.55029273397471,0.214883123487695,50.6927855123024,1.0801588010961e-12,1.18699498558677e-11,0.341440776186741,10.9255511157013
"WBGene00000558",364.694902714091,501.595273701878,265.625497718822,146.946987223041,111.61777865017,72.0662911610104,243.757788528169,-1.77707685247625,0.254964905745948,46.7440000426555,8.08922231808248e-12,7.92625624460194e-11,0.29177398221806,10.1009318916514
"WBGene00000557",133.064356395682,182.842721602829,155.117179965571,78.9565901496936,66.2730560735385,74.1551691656774,115.068178892165,-1.10557006482606,0.236246416056625,21.7695502240519,3.07440948646964e-06,9.70869327631908e-06,0.464718806578358,5.01283921922416
"WBGene00019980",74.9103043412727,68.4437995304707,118.619019973672,28.5121019985005,23.5443751840203,21.9332190490032,55.9938033461566,-1.826165564485,0.3475916319699,27.402838747069,1.65188572344869e-07,6.87709031854162e-07,0.28201316851899,6.16259527192282
"WBGene00016513",544.085368373455,605.238741562305,423.784191017052,240.159628371985,206.667293281956,226.643263506366,374.42974768552,-1.22588982406494,0.172184727204835,49.859346296292,1.65171718417667e-12,1.78223826729626e-11,0.427533737655107,10.749034235622
"WBGene00016512",414.963659574682,551.46147050265,625.53790875005,117.338265916906,124.697987085737,103.399461231015,322.89979217684,-2.20221633823961,0.191617102508281,127.036007523097,1.82433352109479e-29,2.15955480559596e-27,0.217303551990041,26.665635769868
"WBGene00016516",75.8959662405,143.731979013989,149.034153300255,16.4492896145195,13.9522223312713,10.4443900233348,68.2513334206449,-3.17523673491709,0.377675015070889,71.564356813534,2.6836083669195e-17,5.51063917079554e-16,0.110702772942358,15.2587980250592
"WBGene00018707",107.437147015773,76.2659480482388,59.8164288756125,16.4492896145195,31.3925002453604,35.5109260793385,54.4787066464737,-1.54025536680197,0.363373218528556,17.8067262286829,2.44517319642141e-05,6.58936111302113e-05,0.343824589865243,4.18115669140602
"WBGene00003707",524.372130388909,700.082292340243,418.715002129288,191.908378836061,204.923265490547,137.86594830802,362.977836248845,-1.61811282630966,0.206459119908127,59.498450356491,1.22390460147669e-14,1.7390679769791e-13,0.32576131010368,12.7596834418904
"WBGene00021608",68.0106710466818,100.710162166264,83.1346977593259,27.4154826908658,28.776458558247,20.8887800466697,54.8227087113424,-1.70470687006679,0.333948080549463,26.0250056630549,3.37023791180072e-07,1.29771490413968e-06,0.306783570938207,5.88682070750369
"WBGene00021602",86.738247132,101.687930730985,130.785073304305,44.96139161302,41.8566669938138,44.9108771003398,75.1566978124107,-1.27794480693663,0.284793268900425,20.0347267649505,7.60484884793451e-06,2.24354886573021e-05,0.412382550487965,4.64906446685483
"WBGene00020388",138.978327791046,222.93123275639,266.639335496375,35.0918178443083,33.1365280367693,18.7999020420027,119.262857327815,-2.84908704644338,0.304405221641468,85.0550872639218,2.90167244469744e-20,8.74992365939079e-19,0.138783980281167,18.0579957360577
"WBGene00021302",32.5268426745,51.8217339302136,65.8994555409291,12.062812383981,15.6962501226802,15.6665850350023,32.278946614551,-1.78528166043038,0.438645534658118,16.5489625381764,4.74099167175798e-05,0.000121074278114898,0.290119332450381,3.9169481116818
"WBGene00020342",46.3261092636818,51.8217339302136,52.7195644327433,3.2898579229039,8.72013895704454,9.39995102100136,28.7128925879314,-2.79817359883033,0.492908533885525,33.6898495959331,6.46370844239672e-09,3.74179224070999e-08,0.143769185947971,7.42692032993545
"WBGene00020341",203.046351240818,250.308752568579,115.577506641014,66.8937777657126,74.9931950305831,86.6884371936792,132.918003406731,-1.31590142228444,0.273549113914431,22.771700314723,1.82432432434969e-06,6.01470352195486e-06,0.401674443399924,5.22078577513251
"WBGene00019096",68.9963329459091,94.843550777938,139.90961330228,15.3526703068849,18.3122918097935,10.4443900233348,57.9764748610234,-2.77303951385162,0.385715021043545,51.8000227923457,6.1451096054569e-13,6.97181955872098e-12,0.146295823245607,11.1566538616174
"WBGene00021489",47.3117711629091,70.3993366599127,92.2592377573007,12.062812383981,7.84812506134009,8.35551201866787,39.7061325073519,-2.90427926816583,0.446902764812688,43.3348395196054,4.61296491783261e-11,4.00945371015897e-10,0.133574889780695,9.39691479616423
"WBGene00021491",117.293766008045,229.775612709437,67.9271310960346,23.0290054603273,21.8003473926114,18.7999020420027,79.7709607847431,-2.7059611141314,0.392662414836385,45.4406908723201,1.57331542765721e-11,1.47346160964825e-10,0.153258488323591,9.83166117500586
"WBGene00021492",79.8386138374091,92.888013648496,47.6503755449795,19.7391475374234,29.6484724539514,52.2219501166742,53.6644288564889,-1.11785775312413,0.383578446047936,8.41717493196191,0.00371692887163768,0.00697584960416122,0.460777522611513,2.15640289114702
