gene_id	T_MT_3	T_MT_2	T_EV_2	T_FB_4	T_FB_2	T_MT_4	T_L6_3	T_L6_2	T_FB_3	T_L6_4	T_EV_3	T_EV_4
WBGene00015163	390.0	402.0	562.0	331.0	494.0	365.0	686.0	774.0	518.0	707.0	440.0	461.0
WBGene00015164	1274.0	1054.0	1369.0	1109.0	1195.0	1317.0	1004.0	846.0	1529.0	1047.0	1277.0	1126.0
WBGene00015165	15.0	44.0	68.0	23.0	96.0	14.0	57.0	140.0	32.0	46.0	29.0	19.0
WBGene00015167	114.0	118.0	139.0	86.0	96.0	126.0	441.0	139.0	91.0	482.0	119.0	118.0
WBGene00015168	5032.0	4462.0	4650.0	3588.0	6471.0	4079.0	4066.0	6585.0	4333.0	3937.0	5024.0	4170.0
WBGene00015169	44.0	112.0	227.0	64.0	245.0	41.0	306.0	1019.0	93.0	319.0	100.0	56.0
WBGene00015170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00015171	361.0	271.0	240.0	286.0	225.0	425.0	221.0	98.0	338.0	212.0	353.0	300.0
WBGene00015172	205.0	323.0	623.0	211.0	620.0	206.0	419.0	735.0	363.0	550.0	224.0	342.0
WBGene00015173	2278.0	2107.0	1518.0	1843.0	2576.0	2569.0	2340.0	1760.0	1826.0	2320.0	2180.0	2179.0
WBGene00015175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
WBGene00015176	2126.0	1699.0	1943.0	1554.0	1915.0	2086.0	1700.0	881.0	2436.0	1576.0	1981.0	1746.0
WBGene00015177	107.0	121.0	190.0	63.0	216.0	95.0	133.0	230.0	99.0	154.0	82.0	121.0
WBGene00015178	5.0	7.0	3.0	7.0	6.0	4.0	5.0	1.0	8.0	3.0	2.0	4.0
WBGene00015179	24.0	28.0	51.0	10.0	57.0	18.0	51.0	50.0	32.0	58.0	20.0	29.0
WBGene00015180	271.0	182.0	189.0	181.0	165.0	245.0	129.0	8.0	299.0	119.0	258.0	196.0
WBGene00015181	2433.0	2276.0	2189.0	1724.0	2544.0	2709.0	2164.0	1890.0	2208.0	2267.0	2561.0	2522.0
WBGene00015182	20.0	42.0	87.0	24.0	80.0	30.0	55.0	39.0	57.0	85.0	57.0	28.0
WBGene00015183	16.0	15.0	25.0	12.0	27.0	27.0	9.0	8.0	31.0	9.0	12.0	14.0
WBGene00015184	1161.0	1073.0	1355.0	1274.0	1179.0	1282.0	1078.0	770.0	1513.0	1116.0	1220.0	1202.0
WBGene00015185	494.0	649.0	774.0	625.0	685.0	618.0	556.0	576.0	811.0	689.0	625.0	558.0
WBGene00015186	1482.0	1314.0	1793.0	1275.0	1634.0	1610.0	1316.0	1209.0	1717.0	1480.0	1676.0	1505.0
WBGene00015188	685.0	567.0	576.0	484.0	653.0	690.0	707.0	371.0	841.0	621.0	764.0	608.0
WBGene00015189	567.0	511.0	492.0	412.0	586.0	702.0	492.0	196.0	670.0	482.0	683.0	478.0
WBGene00015190	55.0	62.0	60.0	38.0	65.0	48.0	21.0	42.0	60.0	60.0	45.0	42.0
WBGene00015191	449.0	398.0	443.0	419.0	426.0	481.0	371.0	194.0	524.0	359.0	467.0	379.0
WBGene00015192	3.0	14.0	15.0	15.0	34.0	7.0	28.0	49.0	7.0	25.0	8.0	8.0
WBGene00015193	10.0	50.0	46.0	27.0	114.0	23.0	64.0	149.0	33.0	98.0	24.0	17.0
WBGene00015194	920.0	732.0	741.0	715.0	947.0	966.0	751.0	404.0	889.0	763.0	966.0	767.0
WBGene00015196	136.0	167.0	335.0	83.0	185.0	160.0	145.0	97.0	152.0	182.0	150.0	220.0
WBGene00015197	176.0	238.0	329.0	104.0	312.0	181.0	248.0	301.0	150.0	338.0	177.0	232.0
WBGene00015198	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0
WBGene00015199	3.0	7.0	4.0	2.0	10.0	1.0	11.0	64.0	2.0	6.0	2.0	5.0
WBGene00015200	239.0	210.0	192.0	176.0	200.0	267.0	218.0	138.0	204.0	253.0	251.0	263.0
WBGene00015202	2.0	13.0	19.0	0.0	28.0	5.0	9.0	17.0	7.0	9.0	10.0	6.0
WBGene00015203	2548.0	2370.0	1935.0	2230.0	2746.0	2926.0	2485.0	1308.0	2461.0	2452.0	2693.0	2481.0
WBGene00015204	668.0	612.0	763.0	655.0	735.0	755.0	789.0	638.0	865.0	890.0	739.0	633.0
WBGene00015205	66.0	69.0	56.0	74.0	59.0	90.0	45.0	25.0	71.0	42.0	74.0	62.0
WBGene00015206	3345.0	3192.0	3653.0	2683.0	4281.0	3472.0	4249.0	3679.0	3998.0	4009.0	3468.0	2933.0
WBGene00015207	1596.0	1570.0	1709.0	1425.0	1716.0	1712.0	1223.0	766.0	1818.0	1209.0	1636.0	1504.0
WBGene00015208	789.0	784.0	966.0	823.0	955.0	833.0	764.0	502.0	957.0	727.0	944.0	772.0
WBGene00015210	5.0	39.0	21.0	16.0	41.0	4.0	31.0	61.0	13.0	36.0	9.0	12.0
WBGene00015211	0.0	6.0	10.0	6.0	18.0	4.0	10.0	34.0	8.0	19.0	4.0	1.0
WBGene00015214	0.0	0.0	2.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0
WBGene00015215	10.0	21.0	33.0	11.0	30.0	11.0	31.0	68.0	11.0	35.0	6.0	7.0
WBGene00015216	65.0	41.0	82.0	59.0	75.0	37.0	160.0	100.0	82.0	191.0	73.0	58.0
WBGene00015217	205.0	187.0	262.0	150.0	246.0	214.0	295.0	471.0	282.0	336.0	219.0	245.0
WBGene00015218	47.0	52.0	86.0	45.0	131.0	47.0	146.0	376.0	68.0	159.0	65.0	49.0
WBGene00015219	287.0	305.0	357.0	240.0	406.0	270.0	783.0	944.0	334.0	926.0	276.0	278.0
WBGene00015220	37.0	66.0	51.0	42.0	85.0	49.0	116.0	149.0	27.0	124.0	74.0	41.0
WBGene00015221	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0
WBGene00015222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00015223	19.0	13.0	17.0	11.0	27.0	6.0	46.0	56.0	20.0	43.0	8.0	9.0
WBGene00015224	2.0	3.0	0.0	1.0	5.0	1.0	4.0	8.0	0.0	2.0	4.0	0.0
WBGene00015225	4.0	2.0	5.0	5.0	16.0	0.0	10.0	20.0	2.0	16.0	4.0	0.0
WBGene00015226	2.0	3.0	5.0	0.0	4.0	2.0	10.0	5.0	5.0	7.0	0.0	2.0
WBGene00015227	20.0	12.0	35.0	10.0	25.0	11.0	27.0	22.0	17.0	23.0	16.0	10.0
WBGene00015228	109.0	98.8	98.43	128.92	121.01	135.34	81.42	75.97	124.91	82.03	135.85	92.71
WBGene00015229	9.0	23.0	52.0	11.0	74.0	9.0	59.0	145.0	24.0	67.0	9.0	17.0
WBGene00015230	20.0	65.0	87.0	48.0	104.0	14.0	100.0	186.0	34.0	117.0	25.0	35.0
WBGene00015231	24.0	21.0	39.0	18.0	59.0	11.0	50.0	151.0	29.0	47.0	23.0	17.0
WBGene00015232	2795.0	2966.0	3281.0	3237.0	3579.0	3059.0	3326.0	3358.0	3452.0	3348.0	2935.0	2790.0
WBGene00015233	1293.0	1050.0	1234.0	1232.0	1234.0	1261.0	1103.0	447.0	1527.0	1003.0	1287.0	1201.0
WBGene00015235	1564.0	1472.0	1643.0	1403.0	1632.0	1723.0	1237.0	646.0	2000.0	1247.0	1605.0	1675.0
WBGene00015236	135.0	243.0	268.0	188.0	422.0	97.0	255.0	419.0	149.0	427.0	202.0	122.0
WBGene00015237	4037.0	3223.0	2414.0	2934.0	4083.0	4064.0	3691.0	2217.0	3117.0	3437.0	3735.0	3503.0
WBGene00015238	328.0	285.0	332.0	337.0	333.0	383.0	282.0	196.0	447.0	305.0	366.0	329.0
WBGene00015241	10.0	48.0	36.0	23.0	71.0	17.0	50.0	123.0	17.0	96.0	15.0	10.0
WBGene00015242	0.0	0.0	4.0	1.0	3.0	1.0	4.0	2.0	1.0	4.0	1.0	3.0
WBGene00015243	5.0	43.0	35.0	25.0	75.0	18.0	88.0	144.0	19.0	63.0	7.0	22.0
WBGene00015244	2.0	17.0	20.0	20.0	52.0	7.0	36.0	82.0	7.0	62.0	5.0	11.0
WBGene00015245	1074.0	975.0	995.0	893.0	1074.0	1149.0	824.0	481.0	1070.0	841.0	1000.0	972.0
WBGene00015246	7.0	63.0	79.0	36.0	142.0	30.0	68.0	161.0	17.0	135.0	36.0	47.0
WBGene00015247	11.0	23.0	24.0	9.0	9.0	12.0	4.0	6.0	3.0	5.0	15.0	13.0
WBGene00015248	4941.0	5407.0	7053.0	4881.0	6232.0	4964.0	4881.0	4361.0	6335.0	5531.0	5638.0	5236.0
WBGene00015249	1830.0	1489.0	1518.0	1355.0	1579.0	1977.0	1524.0	721.0	1854.0	1451.0	1635.0	1513.0
WBGene00015250	642.0	527.0	559.0	474.0	657.0	720.0	696.0	628.0	638.0	591.0	597.0	557.0
WBGene00015251	333.0	283.0	337.0	230.0	319.0	419.0	491.0	423.0	395.0	496.0	389.0	347.0
WBGene00015252	0.0	0.0	1.0	1.0	0.0	2.0	5.0	0.0	1.0	0.0	0.0	1.0
WBGene00015253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00015254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
WBGene00015255	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0
WBGene00015257	3.0	0.0	3.0	1.0	2.0	0.0	1.0	4.0	1.0	1.0	2.0	0.0
WBGene00015258	13.0	15.0	15.0	6.0	27.0	15.0	24.0	25.0	8.0	14.0	10.0	18.0
WBGene00015259	1.0	13.0	12.0	4.0	6.0	6.0	99.0	24.0	3.0	145.0	5.0	6.0
WBGene00015260	3.0	4.0	2.0	1.0	10.0	2.0	3.0	11.0	4.0	5.0	0.0	1.0
WBGene00015261	2.0	0.0	2.0	7.0	0.0	0.0	4.0	4.0	3.0	0.0	4.0	0.0
WBGene00015262	6.0	14.0	25.0	5.0	22.0	7.0	24.0	46.0	12.0	41.0	16.0	10.0
WBGene00015263	54.0	51.0	80.0	26.0	80.0	60.0	50.0	80.0	67.0	59.0	53.0	55.0
WBGene00015264	6.0	17.0	12.0	7.0	19.0	6.0	19.0	59.0	9.0	33.0	8.0	12.0
WBGene00015265	2.0	1.0	2.0	0.0	0.0	4.0	2.0	1.0	1.0	0.0	3.0	1.0
WBGene00015266	692.0	624.0	749.0	636.0	800.0	1042.0	768.0	507.0	722.0	908.0	758.0	821.0
WBGene00015267	1639.0	1557.0	1567.0	1200.0	1571.0	1977.0	1285.0	604.0	1949.0	1374.0	1688.0	1565.0
WBGene00015268	74.0	41.0	42.0	38.0	63.0	49.0	98.0	216.0	56.0	115.0	62.0	43.0
WBGene00015269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00015270	104.0	82.5	85.5	60.5	87.0	110.5	136.5	87.5	65.5	116.5	105.0	101.5
WBGene00015271	55.0	56.0	82.5	56.0	117.0	51.0	196.5	240.0	88.0	226.5	67.5	65.5
WBGene00015272	16.0	20.5	28.0	4.5	24.0	13.0	40.0	47.5	15.5	44.0	13.0	12.5
WBGene00015273	1544.44	1639.63	1628.05	1720.51	1996.76	2129.03	2227.29	1479.27	1334.84	2419.26	1650.62	1829.88
WBGene00015277	2.0	2.5	1.5	0.5	2.0	0.0	5.0	6.5	2.5	5.5	4.5	3.0
WBGene00015278	327.0	451.0	850.0	190.0	531.0	367.0	820.0	951.0	339.0	950.0	408.0	455.0
WBGene00015279	57.0	77.0	91.0	49.0	65.0	53.0	52.0	92.0	42.0	85.0	60.0	58.0
WBGene00015280	837.0	730.0	664.0	853.0	982.0	740.0	1469.0	2006.0	739.0	1498.0	779.0	833.0
WBGene00015281	0.0	2.0	4.0	0.0	6.0	0.0	2.0	1.0	6.0	0.0	3.0	1.0
WBGene00015282	2246.0	1969.0	1865.0	2007.0	2159.0	2565.0	1749.0	1143.0	2327.0	1767.0	2308.0	2036.0
WBGene00015283	1854.0	1681.0	2127.0	1501.0	1815.0	1943.0	1398.0	853.0	2231.0	1494.0	1898.0	1660.0
WBGene00015284	84.0	86.0	116.0	84.0	107.0	72.0	101.0	140.0	97.0	114.0	85.0	67.0
WBGene00015285	317.0	260.0	320.0	178.0	301.0	328.0	305.0	329.0	302.0	258.0	300.0	230.0
WBGene00015286	56.0	53.0	86.0	33.0	78.0	51.0	103.0	114.0	40.0	104.0	51.0	59.0
WBGene00015287	14.0	33.0	63.0	18.0	92.0	12.0	59.0	187.0	35.0	92.0	29.0	20.0
WBGene00015288	19.0	18.0	21.0	2.0	27.0	11.0	33.0	45.0	16.0	30.0	14.0	17.0
WBGene00015291	644.0	618.0	692.0	702.0	668.0	636.0	501.0	273.0	750.0	527.0	628.0	604.0
WBGene00015292	4.0	3.0	0.0	0.0	1.0	0.0	4.0	4.0	1.0	1.0	2.0	0.0
WBGene00015293	118.0	162.0	181.0	54.0	243.0	133.0	226.0	300.0	125.0	260.0	156.0	127.0
WBGene00015294	139.0	193.0	294.0	63.0	207.0	189.0	187.0	221.0	141.0	220.0	157.0	193.0
WBGene00015295	326.0	383.0	396.0	141.0	362.0	231.0	699.0	785.0	281.0	659.0	278.0	240.0
WBGene00015296	1761.0	1781.0	1614.0	1662.0	2209.0	1997.0	1759.0	1403.0	1763.0	1944.0	1924.0	1783.0
WBGene00015297	772.0	802.0	1005.0	762.0	1089.0	982.0	687.0	707.0	955.0	898.0	875.0	829.0
WBGene00015298	131.0	166.0	349.0	83.0	226.0	214.0	341.0	736.0	144.0	364.0	209.0	241.0
WBGene00015299	15.0	19.0	21.0	8.0	14.0	21.0	17.0	23.0	23.0	29.0	17.0	20.0
WBGene00015300	12.0	29.0	48.0	6.0	92.0	12.0	101.0	361.0	45.0	53.0	27.0	17.0
WBGene00015301	2015.0	1701.0	1367.0	1265.0	1816.0	2068.0	1729.0	838.0	1731.0	1489.0	1928.0	1685.0
WBGene00015303	37.0	47.0	60.0	25.0	59.0	37.0	47.0	104.0	32.0	71.0	27.0	39.0
WBGene00015305	6.0	46.0	41.0	34.0	99.0	15.0	73.0	189.0	16.0	84.0	11.0	14.0
WBGene00015306	38.0	108.0	91.0	62.0	211.0	20.0	188.0	427.0	23.0	207.0	41.0	53.0
WBGene00015307	570.0	513.0	620.0	524.0	587.0	604.0	525.0	270.0	741.0	504.0	658.0	575.0
WBGene00015308	2542.0	2349.0	2427.0	2167.0	2613.0	2820.0	2116.0	1104.0	2905.0	2225.0	2732.0	2451.0
WBGene00015309	3.0	8.0	14.0	0.0	14.0	1.0	11.0	10.0	4.0	8.0	12.0	3.0
WBGene00015310	1930.0	1611.0	1782.0	1507.0	1898.0	1943.0	1503.0	740.0	2023.0	1476.0	1841.0	1600.0
WBGene00015311	26.0	37.0	25.0	20.0	62.0	26.0	77.0	68.0	52.0	74.0	35.0	22.0
WBGene00015312	5021.0	3968.0	3158.0	3190.0	3912.0	6196.0	3669.0	701.0	4229.0	3489.0	5062.0	4568.0
WBGene00015313	1101.0	1293.0	1308.0	1046.0	1702.0	1168.0	1126.0	970.0	1208.0	1147.0	1114.0	1063.0
WBGene00015315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00015316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00015317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
WBGene00015318	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00015320	40.0	51.0	63.0	51.0	52.0	47.0	29.0	24.0	40.0	24.0	36.0	42.0
WBGene00015321	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	3.0	1.0	0.0	0.0
WBGene00015322	32.0	48.0	39.0	6.0	58.0	39.0	46.0	60.0	44.0	52.0	44.0	33.0
WBGene00015323	3.0	1.0	6.0	31.0	48.0	5.0	8.0	7.0	40.0	12.0	2.0	3.0
WBGene00015324	218.0	189.0	256.0	163.0	288.0	230.0	300.0	256.0	217.0	342.0	209.0	225.0
WBGene00015325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00015326	4270.0	4445.0	4298.0	5589.0	8453.0	4851.0	3147.0	2652.0	5681.0	3405.0	4702.0	4323.0
WBGene00015327	1087.0	922.0	973.0	944.0	899.0	1070.0	797.0	294.0	1128.0	970.0	1037.0	1018.0
WBGene00015328	262.0	306.0	470.0	157.0	507.0	256.0	471.0	806.0	367.0	612.0	322.0	297.0
WBGene00015329	2696.0	2444.0	2644.0	2448.0	2912.0	3434.0	2496.0	1128.0	2671.0	2612.0	2866.0	2721.0
WBGene00015330	1930.0	1718.0	1162.0	1453.0	2166.0	2303.0	2054.0	1609.0	1489.0	2110.0	1956.0	1940.0
WBGene00015331	28.93	104.61	223.48	76.33	262.46	73.91	216.23	479.6	51.3	301.35	100.64	106.18
WBGene00015332	241.0	196.0	310.0	118.0	243.0	214.0	320.0	531.0	211.0	373.0	228.0	220.0
WBGene00015333	51.0	93.0	111.0	60.0	199.0	66.0	51.0	63.0	103.0	61.0	81.0	54.0
WBGene00015334	46.0	52.0	70.0	45.0	70.0	43.0	71.0	87.0	58.0	76.0	51.0	29.0
WBGene00015335	17.0	43.0	74.0	16.0	128.0	8.0	206.0	897.0	39.0	221.0	45.0	22.0
WBGene00015336	64.0	77.0	134.0	50.0	158.0	39.0	126.0	241.0	95.0	104.0	74.0	85.0
WBGene00015337	4.0	5.0	3.0	25.0	5.0	2.0	2.0	2.0	7.0	12.0	5.0	5.0
WBGene00015338	3.0	0.0	1.0	1.0	0.0	3.0	32.0	160.0	0.0	39.0	0.0	1.0
WBGene00015339	101.0	293.0	456.0	155.0	821.0	37.0	645.0	2404.0	187.0	498.0	172.0	120.0
WBGene00015340	86.0	268.0	534.0	173.0	629.0	42.0	593.0	2144.0	211.0	562.0	123.0	131.0
WBGene00015341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00015342	1.0	0.0	0.0	0.0	1.0	0.0	11.0	73.0	0.0	16.0	2.0	0.0
WBGene00015344	3292.0	2878.0	2574.0	2595.0	3638.0	3532.0	4063.0	4516.0	2774.0	3951.0	3212.0	3409.0
WBGene00015345	8.0	24.0	36.0	23.0	46.0	8.0	49.0	69.0	8.0	45.0	10.0	12.0
WBGene00015346	1434.0	1500.0	1737.0	1688.0	1796.0	1759.0	1299.0	1301.0	1880.0	1491.0	1637.0	1430.0
WBGene00015347	1534.0	1370.0	1338.0	1537.0	1450.0	1734.0	1100.0	432.0	1782.0	1203.0	1638.0	1395.0
WBGene00015348	62.0	230.0	366.0	167.0	444.0	70.0	306.0	540.0	134.0	432.0	113.0	116.0
WBGene00015349	1066.0	911.0	1048.0	1052.0	1101.0	1158.0	964.0	584.0	1248.0	1047.0	1127.0	924.0
WBGene00015350	795.0	712.42	875.08	573.0	871.0	899.71	853.0	1150.88	862.78	847.81	794.55	741.32
WBGene00015351	28.0	60.0	75.0	49.0	74.0	26.0	55.0	102.0	58.0	75.0	35.0	25.0
WBGene00015352	129.0	97.0	128.0	86.0	112.0	133.0	125.0	94.0	121.0	147.0	119.0	118.0
WBGene00015353	646.0	563.0	595.0	574.0	612.0	672.0	509.0	226.0	954.0	517.0	718.0	578.0
WBGene00015354	176.0	210.0	220.0	23.0	304.0	177.0	264.0	417.0	208.0	302.0	172.0	187.0
WBGene00015355	83.0	70.0	130.0	39.0	73.0	177.0	35.0	26.0	45.0	33.0	90.0	132.0
WBGene00015356	160.0	169.0	198.0	135.0	416.0	161.0	453.0	880.0	159.0	330.0	194.0	181.0
WBGene00015357	414.0	340.0	241.0	325.0	324.0	537.0	301.0	172.0	409.0	390.0	379.0	473.0
WBGene00015359	105.0	132.0	199.0	70.0	242.0	84.0	196.0	288.0	137.0	213.0	95.0	85.0
WBGene00015360	8.0	36.0	41.0	13.0	62.0	11.0	73.0	150.0	19.0	72.0	5.0	14.0
WBGene00015361	0.0	1.0	1.0	0.0	2.0	0.0	5.0	12.0	2.0	0.0	0.0	1.0
WBGene00015362	44.0	44.0	59.0	34.0	68.0	34.0	87.0	100.0	38.0	71.0	35.0	23.0
WBGene00015364	9.0	8.0	6.0	0.0	22.0	4.0	11.0	21.0	11.0	5.0	9.0	7.0
WBGene00015366	8.0	7.0	8.0	11.0	18.0	18.0	28.0	25.0	8.0	17.0	9.0	14.0
WBGene00015367	0.0	1.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	4.0
WBGene00015368	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
WBGene00015369	38.0	46.0	47.0	68.0	47.0	43.0	50.0	150.0	30.0	62.0	47.0	33.0
WBGene00015371	38.0	37.0	59.0	44.0	39.0	40.0	68.0	105.0	26.0	51.0	58.0	44.0
WBGene00015372	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
WBGene00015373	1.0	0.0	1.0	0.0	6.0	4.0	6.0	16.0	2.0	6.0	6.0	6.0
WBGene00015374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00015375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
WBGene00015376	16.0	4.0	15.0	10.0	28.0	5.0	15.0	15.0	5.0	8.0	20.0	5.0
WBGene00015377	4.0	4.0	6.0	1.0	6.0	3.0	0.0	5.0	2.0	5.0	4.0	5.0
WBGene00015378	272.0	255.0	225.0	186.0	246.0	300.0	194.0	143.0	242.0	206.0	230.0	222.0
WBGene00015379	0.0	8.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0
WBGene00015380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00015381	129.0	129.0	155.0	118.0	274.0	91.0	141.0	183.0	171.0	134.0	110.0	123.0
WBGene00015382	71.0	56.0	87.0	67.0	64.0	53.0	113.0	77.0	67.0	136.0	62.0	49.0
WBGene00015385	111.0	110.0	124.0	142.0	146.0	169.0	74.0	68.0	153.0	83.0	153.0	115.0
WBGene00015386	21.0	74.0	91.0	43.0	161.0	17.0	86.0	221.0	43.0	133.0	41.0	30.0
WBGene00015387	9.0	16.0	20.0	1.0	5.0	7.0	24.0	43.0	10.0	26.0	14.0	11.0
WBGene00015388	8.0	19.0	34.0	12.0	72.0	4.0	36.0	79.0	9.0	42.0	18.0	8.0
WBGene00015389	416.0	435.0	574.0	368.0	657.0	288.0	551.0	713.0	377.0	563.0	385.0	316.0
WBGene00015390	112.0	152.0	227.0	134.0	194.0	108.0	160.0	218.0	177.0	190.0	158.0	148.0
WBGene00015391	1966.0	1915.0	2214.0	1393.0	2707.0	2131.0	2653.0	2996.0	1679.0	3065.0	2054.0	2087.0
WBGene00015392	329.91	349.99	187.28	110.24	336.23	366.59	331.58	172.25	383.15	309.22	343.28	303.83
WBGene00015393	15.0	24.0	53.0	20.0	30.0	27.0	102.0	195.0	24.0	110.0	21.0	40.0
WBGene00015394	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
WBGene00015395	4.0	16.0	9.0	1.0	23.0	8.0	44.0	56.0	15.0	39.0	8.0	4.0
WBGene00015396	11.0	8.0	26.0	9.0	15.0	8.0	11.0	30.0	5.0	10.0	12.0	8.0
WBGene00015397	1.0	5.0	1.0	1.0	5.0	1.0	2.0	4.0	8.0	3.0	3.0	0.0
WBGene00015398	1.0	0.0	0.0	0.0	2.0	0.0	3.0	4.0	2.0	4.0	1.0	2.0
WBGene00015399	1.0	1.0	0.0	0.0	0.0	4.0	3.0	9.0	0.0	1.0	0.0	0.0
WBGene00015400	524.0	315.0	329.0	199.0	83.0	458.0	418.0	587.0	153.0	379.0	503.0	375.0
WBGene00015401	1.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	2.0	1.0
WBGene00015402	71.0	83.0	103.0	10.0	89.0	65.0	90.0	58.0	78.0	153.0	88.0	67.0
WBGene00015403	172.0	173.0	321.0	533.0	745.0	104.0	122.0	180.0	419.0	132.0	176.0	188.0
WBGene00015404	1355.0	1336.0	1418.0	1084.0	1588.0	1450.0	1651.0	1607.0	1362.0	1569.0	1432.0	1265.0
WBGene00015405	1003.0	1013.0	1001.0	1094.0	1095.0	1106.0	984.0	569.0	1025.0	914.0	997.0	925.0
WBGene00015406	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
WBGene00015407	166.0	178.0	281.0	93.0	232.0	148.0	175.0	201.0	179.0	201.0	151.0	158.0
WBGene00015408	9.0	33.0	49.0	4.0	52.0	27.0	33.0	102.0	33.0	49.0	40.0	36.0
WBGene00015409	14.0	6.0	6.0	3.0	1.0	6.0	3.0	18.0	7.0	3.0	3.0	5.0
WBGene00015410	127.0	162.0	419.0	152.0	241.0	194.0	173.0	143.0	234.0	209.0	176.0	165.0
WBGene00015411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00015412	9.0	10.0	15.0	4.0	10.0	5.0	16.0	23.0	10.0	8.0	18.0	6.0
WBGene00015413	4514.0	4702.0	4598.0	3754.0	6032.0	5194.0	3793.0	3527.0	4713.0	4121.0	4818.0	4646.0
WBGene00015414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00015416	2.0	3.0	4.0	0.0	10.0	2.0	6.0	2.0	1.0	10.0	1.0	1.0
WBGene00015417	4.79	14.51	16.0	2.93	22.54	7.94	3.0	4.22	8.0	4.69	6.0	2.48
WBGene00015418	2452.0	1988.0	1454.0	2020.0	2885.0	2848.0	2695.0	2328.0	1838.0	2626.0	2290.0	2509.0
WBGene00015419	8.0	5.0	8.0	0.0	2.0	3.0	0.0	2.0	6.0	1.0	7.0	2.0
WBGene00015421	4.0	27.0	27.0	11.0	58.0	9.0	42.0	138.0	12.0	38.0	5.0	20.0
WBGene00015422	14.0	56.0	101.0	46.0	121.0	20.0	83.0	221.0	34.0	114.0	10.0	45.0
WBGene00015423	83.0	121.0	149.0	59.0	118.0	117.0	167.0	191.0	134.0	177.0	97.0	116.0
WBGene00015424	1.0	9.0	15.0	2.0	26.0	7.0	3.0	8.0	16.0	4.0	3.0	14.0
WBGene00015425	1465.0	1456.0	1528.0	1284.0	1659.0	1724.0	1197.0	801.0	1488.0	1136.0	1541.0	1297.0
WBGene00015426	16.0	8.0	25.0	5.0	21.0	1.0	19.0	48.0	8.0	19.0	5.0	7.0
WBGene00015427	16.0	26.0	49.0	7.0	31.0	24.0	24.0	36.0	40.0	53.0	31.0	18.0
WBGene00015428	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
WBGene00015429	275.0	254.0	243.0	202.0	328.0	321.0	245.0	199.0	269.0	283.0	303.0	241.0
WBGene00015430	109.0	100.0	165.0	89.0	165.0	100.0	177.0	176.0	116.0	162.0	128.0	119.0
WBGene00015432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00015433	26.0	72.0	101.0	40.0	89.0	45.0	118.0	100.0	69.0	144.0	70.0	72.0
